==== START logs for container coredns of pod kube-system/coredns-66bc5c9577-2d4h5 ====
maxprocs: Leaving GOMAXPROCS=16: CPU quota undefined
.:53
[INFO] plugin/reload: Running configuration SHA512 = e7e8a6c4578bf29b9f453cb54ade3fb14671793481527b7435e35119b25e84eb3a79242b1f470199f8605ace441674db8f1b6715b77448c20dde63e2dc5d2169
CoreDNS-1.12.1
linux/amd64, go1.24.1, 707c7c1
[INFO] 10.244.0.19:58801 - 2185 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000437295s
[INFO] 10.244.0.19:33833 - 64867 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000670137s
[INFO] 10.244.0.19:53285 - 16637 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.00026803s
[INFO] 10.244.0.19:51743 - 20447 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.175474301s
[INFO] 10.244.0.19:33567 - 23047 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000307739s
[INFO] 10.244.0.19:60716 - 50084 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000252529s
[INFO] 10.244.0.19:52849 - 43563 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000221405s
[INFO] 10.244.0.19:42086 - 46299 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.205540653s
[INFO] 10.244.0.19:49641 - 7295 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000323593s
[INFO] 10.244.0.19:50887 - 26907 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000273328s
[INFO] 10.244.0.19:48168 - 18237 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.00023729s
[INFO] 10.244.0.19:44355 - 11902 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.186771361s
[INFO] 10.244.0.19:53316 - 62858 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.001044067s
[INFO] 10.244.0.19:39851 - 19714 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000297206s
[INFO] 10.244.0.19:43834 - 21413 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000262266s
[INFO] 10.244.0.19:33703 - 5633 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.241137753s
[INFO] 10.244.0.19:40008 - 9362 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000369935s
[INFO] 10.244.0.19:59800 - 15317 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000239556s
[INFO] 10.244.0.19:47895 - 14828 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000217499s
[INFO] 10.244.0.19:56282 - 45551 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.18861099s
[INFO] 10.244.0.19:54788 - 43166 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000206995s
[INFO] 10.244.0.19:54298 - 29622 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000159512s
[INFO] 10.244.0.19:55381 - 44948 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000167392s
[INFO] 10.244.0.19:38295 - 64244 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.196584002s
[INFO] 10.244.0.19:52385 - 48541 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000307261s
[INFO] 10.244.0.19:39539 - 15001 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000178267s
[INFO] 10.244.0.19:33852 - 40825 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000176935s
[INFO] 10.244.0.19:42793 - 23975 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.198689063s
[INFO] 10.244.0.19:55502 - 38041 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000160697s
[INFO] 10.244.0.19:58146 - 14871 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000128181s
[INFO] 10.244.0.19:52828 - 36961 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000109607s
[INFO] 10.244.0.19:36587 - 56993 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.187335874s
[INFO] 10.244.0.19:33628 - 64880 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.00016558s
[INFO] 10.244.0.19:50274 - 3048 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000261118s
[INFO] 10.244.0.19:33711 - 64748 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000301361s
[INFO] 10.244.0.19:50004 - 53122 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.207494708s
[INFO] 10.244.0.19:50297 - 53065 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000318945s
[INFO] 10.244.0.19:57272 - 8490 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000282972s
[INFO] 10.244.0.19:57739 - 33127 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000210437s
[INFO] 10.244.0.19:57514 - 18116 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.188253779s
[INFO] 10.244.0.19:36582 - 55165 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000477475s
[INFO] 10.244.0.19:58886 - 55150 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000249523s
[INFO] 10.244.0.19:44767 - 54425 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000294251s
[INFO] 10.244.0.19:35439 - 47335 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.180512848s
[INFO] 10.244.0.19:57206 - 13126 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000406544s
[INFO] 10.244.0.19:32805 - 19463 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000271919s
[INFO] 10.244.0.19:48031 - 32285 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000229142s
[INFO] 10.244.0.19:49844 - 47651 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.103603046s
[INFO] 10.244.0.19:38275 - 60105 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000322964s
[INFO] 10.244.0.19:43655 - 7289 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000216744s
[INFO] 10.244.0.19:51835 - 12335 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000189136s
[INFO] 10.244.0.19:55422 - 6041 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.183926985s
[INFO] 10.244.0.19:36386 - 20179 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000313959s
[INFO] 10.244.0.19:47603 - 26492 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000277589s
[INFO] 10.244.0.19:33095 - 5017 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000121059s
[INFO] 10.244.0.19:36848 - 27201 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.193193665s
[INFO] 10.244.0.19:39689 - 43392 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000314918s
[INFO] 10.244.0.19:33562 - 50389 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000386522s
[INFO] 10.244.0.19:33448 - 42817 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000263671s
[INFO] 10.244.0.19:41759 - 53635 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.170102788s
[INFO] 10.244.0.19:55412 - 32990 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000279858s
[INFO] 10.244.0.19:38348 - 28013 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000237596s
[INFO] 10.244.0.19:49084 - 6053 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000204167s
[INFO] 10.244.0.19:53370 - 12337 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.166777568s
[INFO] 10.244.0.19:56795 - 64461 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000418167s
[INFO] 10.244.0.19:46090 - 43377 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.00024184s
[INFO] 10.244.0.19:55256 - 49854 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000213543s
[INFO] 10.244.0.19:50993 - 8772 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.233841543s
[INFO] 10.244.0.19:38779 - 8510 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000155165s
[INFO] 10.244.0.19:60156 - 55870 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000127872s
[INFO] 10.244.0.19:35933 - 918 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000094648s
[INFO] 10.244.0.19:49354 - 9241 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.229692488s
[INFO] 10.244.0.19:46722 - 21476 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000467105s
[INFO] 10.244.0.19:34290 - 20345 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000303385s
[INFO] 10.244.0.19:50364 - 53837 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000290101s
[INFO] 10.244.0.19:41491 - 15682 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.204671458s
[INFO] 10.244.0.19:56698 - 50461 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000310119s
[INFO] 10.244.0.19:57628 - 40632 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000184027s
[INFO] 10.244.0.19:53298 - 14858 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000152228s
[INFO] 10.244.0.19:50890 - 32268 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.119395906s
[INFO] 10.244.0.19:38503 - 25164 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.00042056s
[INFO] 10.244.0.19:54466 - 2638 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000398171s
[INFO] 10.244.0.19:60105 - 61622 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.00043298s
[INFO] 10.244.0.19:50256 - 42660 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.185863883s
[INFO] 10.244.0.19:40649 - 19348 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000365473s
[INFO] 10.244.0.19:41907 - 9873 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.00029178s
[INFO] 10.244.0.19:36572 - 30298 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000219784s
[INFO] 10.244.0.19:45639 - 4305 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.113989986s
[INFO] 10.244.0.19:39024 - 59026 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000376196s
[INFO] 10.244.0.19:59686 - 20689 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000448677s
[INFO] 10.244.0.19:50206 - 47007 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000371019s
[INFO] 10.244.0.19:51677 - 34272 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.186850623s
[INFO] 10.244.0.19:45473 - 21090 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000397196s
[INFO] 10.244.0.19:57399 - 44654 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000426814s
[INFO] 10.244.0.19:34579 - 14839 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000241987s
[INFO] 10.244.0.19:51686 - 3594 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.14646787s
[INFO] 10.244.0.19:50715 - 9909 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000350405s
[INFO] 10.244.0.19:37121 - 27818 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000281443s
[INFO] 10.244.0.19:49682 - 11654 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000209903s
[INFO] 10.244.0.19:59675 - 20618 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.176471178s
[INFO] 10.244.0.19:56998 - 15269 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000264437s
[INFO] 10.244.0.19:34165 - 12907 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000194101s
[INFO] 10.244.0.19:59953 - 54149 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000197747s
[INFO] 10.244.0.19:46113 - 33057 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.154294235s
[INFO] 10.244.0.19:35457 - 47952 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000426961s
[INFO] 10.244.0.19:44908 - 13700 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000260384s
[INFO] 10.244.0.19:53066 - 49563 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000235316s
[INFO] 10.244.0.19:38809 - 47361 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.182153752s
[INFO] 10.244.0.19:37048 - 27645 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000351549s
[INFO] 10.244.0.19:55024 - 40938 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000231671s
[INFO] 10.244.0.19:33031 - 62314 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000303586s
[INFO] 10.244.0.19:39675 - 25547 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.183523789s
[INFO] 10.244.0.19:45794 - 11702 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000303637s
[INFO] 10.244.0.19:46296 - 63389 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000245486s
[INFO] 10.244.0.19:37911 - 26503 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000188101s
[INFO] 10.244.0.19:50301 - 11585 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.170435962s
[INFO] 10.244.0.19:58283 - 51019 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000331018s
[INFO] 10.244.0.19:58049 - 47191 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000302929s
[INFO] 10.244.0.19:41363 - 21307 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.00022927s
[INFO] 10.244.0.19:51962 - 45339 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.172964849s
[INFO] 10.244.0.19:40452 - 26590 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000275117s
[INFO] 10.244.0.19:52379 - 19446 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000250985s
[INFO] 10.244.0.19:43013 - 10209 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000185973s
[INFO] 10.244.0.19:49844 - 528 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.188182867s
[INFO] 10.244.0.19:55871 - 37779 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000155337s
[INFO] 10.244.0.19:56258 - 65322 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000127459s
[INFO] 10.244.0.19:37367 - 2355 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000112669s
[INFO] 10.244.0.19:50010 - 4634 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.163696298s
[INFO] 10.244.0.19:37543 - 31829 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000378349s
[INFO] 10.244.0.19:55810 - 47591 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000268765s
[INFO] 10.244.0.19:38045 - 31052 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.0002458s
[INFO] 10.244.0.19:44412 - 50046 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.173618473s
[INFO] 10.244.0.19:36863 - 48768 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000259722s
[INFO] 10.244.0.19:38148 - 14039 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000206812s
[INFO] 10.244.0.19:51696 - 3776 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000192654s
[INFO] 10.244.0.19:49770 - 49827 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.129413034s
[INFO] 10.244.0.19:44284 - 11707 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000195544s
[INFO] 10.244.0.19:56841 - 50347 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000155463s
[INFO] 10.244.0.19:57124 - 43704 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000234657s
[INFO] 10.244.0.19:49338 - 40507 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.210019117s
[INFO] 10.244.0.19:46332 - 7528 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000305608s
[INFO] 10.244.0.19:60063 - 54126 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000293909s
[INFO] 10.244.0.19:48426 - 12683 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000247545s
[INFO] 10.244.0.19:38073 - 9487 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.114847466s
[INFO] 10.244.0.19:33436 - 23480 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000344194s
[INFO] 10.244.0.19:34232 - 25239 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.00029969s
[INFO] 10.244.0.19:51604 - 7794 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000181896s
[INFO] 10.244.0.19:55348 - 29257 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.162407743s
[INFO] 10.244.0.19:46184 - 57154 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000400567s
[INFO] 10.244.0.19:47609 - 2919 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.00023619s
[INFO] 10.244.0.19:42321 - 25994 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000265698s
[INFO] 10.244.0.19:38481 - 27955 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.108649262s
[INFO] 10.244.0.19:60967 - 7208 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000327783s
[INFO] 10.244.0.19:51927 - 47103 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000268269s
[INFO] 10.244.0.19:37839 - 3507 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000229719s
[INFO] 10.244.0.19:39697 - 46777 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.191578341s
[INFO] 10.244.0.19:37966 - 62160 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000157575s
[INFO] 10.244.0.19:37282 - 45718 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000111892s
[INFO] 10.244.0.19:52499 - 61267 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000091791s
[INFO] 10.244.0.19:52049 - 42724 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.110675064s
[INFO] 10.244.0.19:34994 - 57602 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000330759s
[INFO] 10.244.0.19:44938 - 30116 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.0002683s
[INFO] 10.244.0.19:55356 - 47426 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000254213s
[INFO] 10.244.0.19:58985 - 38792 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.108358405s
[INFO] 10.244.0.19:38382 - 5668 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.00033351s
[INFO] 10.244.0.19:52189 - 2828 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000296661s
[INFO] 10.244.0.19:54305 - 9994 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000272179s
[INFO] 10.244.0.19:51720 - 3620 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.174275378s
